hours_operated,temperature,vibration,oil_pressure,rpm,load,health_label,RUL
9212.4,109.3,13.85,24.3,1109.0,73.6,Failure,226.7
8705.5,111.1,12.52,31.3,1699.0,41.1,Failure,218.3
5212.4,106.0,8.26,38.7,1517.0,33.2,Warning,647.2
5933.2,99.3,8.94,36.0,1421.0,36.6,Warning,616.8
4020.1,93.6,6.93,45.4,2250.0,25.1,Warning,796.8
594.9,93.4,3.65,51.2,933.0,75.3,Healthy,1091.1
3385.2,105.2,7.08,47.0,1896.0,76.3,Warning,769.3
8038.4,119.9,12.6,24.7,2345.0,61.0,Failure,204.4
96.1,81.1,2.23,57.2,1740.0,36.3,Healthy,1253.0
3368.3,98.4,6.79,42.5,2305.0,30.8,Warning,782.2
4011.8,93.2,6.47,46.4,978.0,26.3,Healthy,836.5
5397.1,99.0,8.67,39.8,1528.0,36.6,Warning,595.9
9202.6,121.5,13.7,17.7,1290.0,87.4,Failure,159.1
3496.1,100.9,8.17,44.6,1996.0,41.9,Warning,592.8
3502.2,103.7,7.92,38.5,2372.0,49.8,Warning,610.8
7388.1,99.2,10.04,32.0,1285.0,32.4,Warning,454.1
4549.6,102.4,8.09,40.7,1881.0,40.6,Warning,597.5
2284.8,94.7,5.35,51.5,1197.0,61.3,Healthy,1034.1
4551.8,105.1,8.18,35.8,1748.0,67.5,Warning,500.7
1451.5,90.2,3.91,48.4,1596.0,42.2,Healthy,980.4
1805.1,90.7,5.16,48.8,2358.0,29.0,Healthy,972.3
5008.8,107.3,8.48,33.3,1813.0,52.4,Warning,464.0
4218.3,96.6,7.75,45.0,1424.0,41.4,Warning,756.5
9152.7,105.1,12.94,28.3,1071.0,40.4,Failure,213.2
3655.8,103.8,8.38,40.4,1127.0,92.2,Warning,653.7
5826.9,107.1,9.35,36.3,1238.0,68.1,Warning,530.1
6341.0,111.5,10.36,31.4,1276.0,64.0,Warning,296.5
180.3,93.6,3.96,54.2,2176.0,54.1,Healthy,1161.0
6652.2,105.0,10.39,30.8,1742.0,55.0,Warning,297.5
1821.5,104.6,5.12,46.0,1685.0,62.9,Healthy,890.3
9612.6,118.5,14.53,14.9,1072.0,73.8,Failure,197.9
1529.2,104.2,5.8,47.9,2190.0,74.2,Healthy,871.3
4175.5,97.6,7.81,41.7,1984.0,37.0,Warning,679.5
899.2,91.8,3.59,54.1,1002.0,60.0,Healthy,930.1
9968.9,120.9,13.85,18.5,1962.0,53.8,Failure,162.8
5046.8,114.4,9.34,33.1,1715.0,85.9,Warning,330.2
5974.1,109.9,9.69,30.1,1023.0,69.2,Warning,294.7
717.4,95.4,3.71,52.2,1587.0,62.3,Healthy,1061.5
7512.1,104.0,10.9,32.0,1627.0,33.1,Warning,307.5
2138.6,93.6,4.88,44.7,1149.0,67.4,Healthy,870.7
8985.6,113.3,12.52,24.0,2319.0,33.2,Failure,189.4
2091.1,98.9,5.94,48.3,2175.0,48.6,Healthy,811.6
1947.3,90.3,5.25,48.6,1904.0,35.0,Healthy,1038.7
413.7,97.7,3.93,50.6,1593.0,73.4,Healthy,972.7
4747.1,103.4,7.55,39.4,1518.0,39.4,Warning,586.1
5670.2,102.0,9.11,32.6,1876.0,52.4,Warning,447.1
703.8,95.5,4.69,51.6,1718.0,87.7,Healthy,1020.9
7766.5,104.0,11.2,26.8,993.0,39.3,Warning,279.2
4560.2,104.1,8.74,40.9,1669.0,60.5,Warning,424.3
5267.7,103.7,9.07,42.2,2110.0,54.3,Warning,595.9
4435.6,99.6,6.87,39.0,1589.0,26.3,Warning,743.4
4037.6,104.6,7.97,40.2,978.0,80.5,Warning,549.4
5618.4,101.1,8.7,35.1,2079.0,29.8,Warning,476.2
1594.6,87.3,4.55,53.5,1202.0,58.2,Healthy,1057.4
1860.2,90.1,5.79,46.1,1288.0,64.2,Healthy,879.9
8624.8,115.1,13.06,24.0,1147.0,69.0,Failure,214.7
9463.8,111.0,13.98,18.5,1395.0,73.2,Failure,147.2
3764.4,102.0,6.77,41.5,2035.0,42.7,Warning,645.7
2743.9,89.8,5.59,45.8,1679.0,25.7,Healthy,1012.8
6457.8,121.1,10.97,30.4,1207.0,75.6,Failure,212.0
4116.9,112.6,8.13,35.9,2217.0,62.5,Warning,531.8
302.6,97.8,5.15,53.2,2219.0,83.5,Healthy,999.7
1603.7,101.5,6.52,46.2,2206.0,82.5,Warning,710.7
7173.9,117.3,12.24,26.0,1258.0,84.0,Failure,236.5
6606.3,114.0,10.65,30.4,1577.0,59.0,Failure,246.6
319.6,85.7,4.08,53.8,2377.0,48.4,Healthy,1118.5
2258.6,96.3,7.15,46.5,2058.0,80.4,Healthy,815.0
2349.2,90.8,5.57,51.7,941.0,56.6,Healthy,1002.9
6735.3,103.4,9.58,30.6,998.0,37.8,Warning,427.8
246.1,97.7,4.01,54.9,1596.0,84.8,Healthy,1121.7
1085.9,105.3,5.67,51.6,2264.0,86.8,Healthy,881.0
8009.2,108.0,11.6,24.6,1708.0,57.6,Failure,202.5
1826.5,80.5,4.54,49.1,1647.0,30.3,Healthy,1073.3
6544.8,107.2,10.4,32.5,1058.0,52.1,Warning,474.3
2419.9,99.6,5.79,43.5,1885.0,81.2,Healthy,848.9
1039.4,94.1,6.09,54.6,2133.0,88.1,Healthy,1108.8
2469.6,92.2,5.87,48.2,1471.0,39.2,Healthy,996.2
7236.6,108.2,10.61,28.5,2063.0,29.7,Warning,285.2
8564.2,122.3,14.07,18.0,2347.0,86.4,Failure,185.4
8310.7,108.2,12.0,28.6,1206.0,52.3,Failure,238.0
4002.0,101.5,8.32,38.9,1685.0,62.9,Warning,518.7
6697.4,113.4,11.71,28.2,1331.0,92.8,Failure,237.5
2089.6,86.4,4.59,53.3,2089.0,29.7,Healthy,1153.3
2966.8,98.6,7.16,42.6,1766.0,70.4,Warning,703.5
8968.5,111.3,12.5,24.2,1852.0,30.2,Failure,230.1
179.4,91.6,3.62,54.9,2097.0,51.3,Healthy,1177.6
900.8,97.2,4.47,51.9,1494.0,81.3,Healthy,940.1
2118.5,94.1,6.63,49.6,2273.0,55.3,Healthy,849.2
314.0,98.2,4.99,50.6,1700.0,94.8,Healthy,897.5
1855.3,86.4,4.86,50.1,1137.0,64.1,Healthy,991.7
5851.3,105.6,9.1,33.6,1944.0,47.5,Warning,383.5
4243.2,104.5,7.63,36.5,2090.0,40.4,Warning,536.3
8932.1,106.5,12.9,25.0,1375.0,49.5,Failure,261.2
8183.6,111.2,12.54,30.6,2186.0,51.1,Failure,209.9
3451.1,96.8,7.25,42.4,2259.0,29.8,Warning,738.8
2631.3,98.4,6.1,44.0,1315.0,50.9,Healthy,772.0
3827.9,101.7,8.32,39.0,2375.0,57.5,Warning,651.6
5923.4,105.4,10.03,34.7,1111.0,75.6,Warning,465.9
2717.2,91.3,5.76,47.0,1203.0,71.0,Healthy,962.0
6260.3,109.2,10.21,30.8,1176.0,74.6,Warning,335.7
4123.6,103.7,7.8,39.2,2241.0,25.6,Warning,592.3
5542.9,103.2,9.06,36.5,1881.0,40.2,Warning,443.9
4389.5,102.6,8.32,34.6,1128.0,71.3,Warning,627.9
2979.9,98.9,6.4,44.7,1560.0,58.9,Warning,749.7
9487.1,109.7,12.6,25.4,1823.0,25.4,Failure,238.6
7647.9,110.7,11.84,23.0,1025.0,81.3,Failure,255.1
1444.1,103.6,5.88,43.5,2224.0,79.1,Warning,756.9
8691.3,117.8,13.0,26.4,2105.0,63.4,Failure,234.8
4899.9,97.2,7.87,38.4,1658.0,29.7,Warning,672.2
8950.8,118.7,13.71,23.5,2351.0,78.7,Failure,238.5
8008.6,117.8,12.66,24.1,1527.0,65.9,Failure,198.4
4280.9,111.8,8.87,36.4,2376.0,79.7,Warning,390.9
273.6,93.8,4.81,54.0,1902.0,77.6,Healthy,1008.9
2723.3,106.7,7.59,40.4,1852.0,81.2,Warning,629.1
5439.3,101.8,9.0,36.1,1149.0,61.3,Warning,514.4
6353.1,102.0,9.64,33.2,2223.0,34.8,Warning,418.4
2616.0,96.9,5.61,41.9,1541.0,72.0,Healthy,706.3
1436.6,87.6,4.22,51.6,1143.0,68.4,Healthy,1111.0
8357.6,115.8,11.94,22.5,919.0,77.0,Failure,265.5
9844.8,106.5,14.19,21.7,1740.0,36.9,Failure,217.2
5280.6,96.0,8.68,35.5,1691.0,38.6,Warning,603.1
1758.2,95.1,6.31,51.5,1979.0,87.3,Healthy,940.4
2759.5,103.8,6.28,45.4,2235.0,77.5,Warning,773.6
233.0,93.9,3.43,54.9,1019.0,88.6,Healthy,1171.1
9147.3,120.0,14.42,19.1,1997.0,78.1,Failure,188.6
1221.6,89.4,4.67,46.9,1181.0,66.8,Healthy,986.3
5786.3,106.8,10.24,38.2,2187.0,70.8,Warning,383.1
2776.8,107.5,7.59,41.9,2129.0,87.2,Warning,614.4
5564.1,105.2,10.28,32.7,1711.0,65.5,Warning,398.4
6531.6,112.8,10.86,31.0,1965.0,69.3,Warning,240.5
8305.9,103.8,11.72,30.5,1372.0,36.0,Warning,274.8
2103.9,96.0,5.65,47.6,1607.0,58.2,Healthy,914.9
159.4,100.4,5.14,55.5,2132.0,75.1,Healthy,1023.9
1412.0,92.3,3.61,54.0,1589.0,44.0,Healthy,1169.1
9005.2,108.4,12.86,21.6,1437.0,39.2,Failure,218.9
8745.2,112.6,12.57,22.3,1641.0,47.0,Failure,181.7
5994.3,104.1,10.01,37.0,2142.0,41.9,Warning,424.5
6025.1,101.6,9.04,28.3,1403.0,40.0,Warning,430.7
6667.1,104.4,10.21,31.4,1161.0,54.7,Warning,281.5
1794.9,102.1,6.5,42.5,1968.0,88.5,Warning,811.5
9148.4,118.6,14.96,19.8,2139.0,60.5,Failure,181.0
4216.8,91.1,7.37,42.1,1051.0,38.2,Warning,779.9
3862.2,89.2,6.26,43.8,1260.0,30.4,Healthy,938.1
5213.2,100.6,8.9,34.7,1113.0,73.7,Warning,489.4
517.3,83.2,3.37,52.6,1422.0,51.8,Healthy,1223.6
1704.5,95.2,5.0,53.6,1576.0,82.5,Healthy,982.6
7393.4,115.3,11.84,31.3,2023.0,71.2,Failure,231.1
873.8,94.9,5.25,47.8,1877.0,80.7,Healthy,894.0
6051.4,106.1,9.19,37.9,1831.0,44.0,Warning,544.2
2491.2,99.2,6.69,44.1,1429.0,73.5,Warning,753.1
3923.5,92.7,7.75,43.5,2162.0,43.5,Warning,780.1
2922.5,107.1,6.99,41.3,1607.0,90.7,Warning,565.4
3588.9,108.1,7.91,38.5,2369.0,69.5,Warning,613.5
7204.5,104.9,11.71,32.7,1851.0,47.7,Warning,337.5
3006.4,94.1,6.18,46.2,1089.0,43.9,Healthy,857.9
5685.7,99.3,9.21,35.4,1914.0,38.4,Warning,502.3
4786.7,105.7,8.68,33.3,1388.0,73.6,Warning,493.9
6653.5,101.1,10.36,30.9,1929.0,40.3,Warning,485.1
9371.5,108.8,13.2,17.6,1004.0,66.7,Failure,161.0
7339.1,103.6,9.85,30.3,1162.0,43.5,Warning,403.2
2188.7,100.5,7.17,42.9,2184.0,71.3,Warning,688.3
360.3,92.8,4.09,52.0,1241.0,82.0,Healthy,1061.7
2659.5,99.8,7.22,47.6,2156.0,79.5,Warning,757.5
5971.0,108.0,10.13,35.1,1319.0,78.3,Warning,362.4
561.7,88.7,3.24,54.9,1864.0,38.1,Healthy,1164.4
4988.8,98.8,8.21,39.1,1941.0,31.2,Warning,561.2
5988.6,110.6,9.64,36.5,1669.0,73.9,Warning,440.7
3375.7,93.9,7.54,45.7,1358.0,50.8,Warning,695.3
7720.6,113.0,10.94,26.0,1219.0,55.3,Failure,251.2
1110.7,78.9,2.88,51.9,950.0,27.2,Healthy,1215.2
797.6,89.1,3.43,54.8,1356.0,43.2,Healthy,1078.0
7295.5,108.4,11.2,32.4,1880.0,27.4,Warning,288.2
4980.1,114.3,9.89,32.2,2307.0,86.5,Warning,255.5
6899.6,107.1,10.33,31.9,2207.0,42.0,Warning,337.1
4376.5,103.0,9.0,37.9,2049.0,64.0,Warning,470.6
2501.7,95.4,5.84,47.6,2083.0,27.7,Healthy,905.5
8200.1,111.7,13.01,18.5,1897.0,71.7,Failure,184.0
8004.2,104.9,11.89,27.2,1290.0,47.6,Failure,232.7
6962.2,116.9,13.03,29.3,2261.0,87.9,Failure,228.0
2757.8,109.2,8.08,40.2,1906.0,87.2,Warning,536.5
5922.8,105.7,9.32,34.4,1741.0,47.8,Warning,433.3
3641.7,100.6,8.32,38.5,1066.0,88.1,Warning,538.9
961.2,99.0,5.36,49.9,1571.0,94.7,Healthy,953.4
9177.3,118.4,14.16,19.2,1591.0,82.8,Failure,228.1
1411.3,99.1,5.15,45.7,2197.0,84.1,Healthy,1045.6
9504.9,116.5,13.32,24.4,1720.0,42.4,Failure,204.6
4487.8,98.3,7.96,41.6,1471.0,65.4,Warning,695.6
1892.1,97.3,5.43,48.0,2365.0,29.7,Healthy,787.8
5441.9,99.5,8.67,38.9,1066.0,31.6,Warning,641.2
8735.8,125.6,12.91,20.6,1534.0,94.9,Failure,206.3
7335.6,103.5,10.66,31.7,963.0,47.9,Warning,321.2
8075.3,117.5,13.32,19.5,2010.0,77.4,Failure,227.7
6604.9,110.9,11.45,31.9,2277.0,81.5,Warning,239.8
6938.2,111.8,11.68,26.6,1320.0,85.1,Failure,225.1
8499.5,125.5,14.03,19.2,2188.0,94.8,Failure,187.0
2534.2,96.4,5.61,53.6,1338.0,41.9,Healthy,871.6
4919.8,95.5,8.22,41.0,2266.0,27.8,Warning,707.0
2251.0,95.3,5.4,46.6,2031.0,53.8,Healthy,831.5
9877.3,113.4,13.39,15.4,2107.0,34.1,Failure,164.2
9443.4,101.3,12.72,28.3,927.0,26.6,Failure,217.4
442.3,94.1,4.02,50.4,2344.0,50.2,Healthy,1083.9
7070.5,113.1,11.76,25.1,1990.0,79.9,Failure,215.2
9256.2,115.1,13.28,20.2,1357.0,64.6,Failure,165.0
1846.7,92.8,5.22,53.2,2144.0,46.9,Healthy,957.7
5701.1,104.3,10.09,36.0,1322.0,70.8,Warning,428.6
9159.1,113.9,13.15,22.3,2209.0,41.2,Failure,176.2
387.8,80.5,2.01,58.3,1069.0,26.0,Healthy,1234.5
6989.3,113.7,11.97,26.3,1956.0,78.5,Failure,283.0
3008.6,98.1,6.81,44.2,1711.0,68.7,Warning,727.8
9247.7,118.6,13.6,19.9,1045.0,78.4,Failure,181.5
9712.0,114.3,13.61,24.0,1263.0,27.7,Failure,192.9
9445.5,119.2,13.85,21.2,919.0,83.6,Failure,177.4
4768.4,108.6,8.87,37.6,1603.0,68.4,Warning,508.9
8627.3,109.1,12.27,23.2,1352.0,64.4,Failure,248.5
8453.3,116.8,12.85,24.9,1798.0,68.7,Failure,202.5
3225.0,99.6,7.57,41.8,1346.0,85.5,Warning,634.8
8297.7,108.2,11.8,22.6,1350.0,66.1,Failure,262.2
418.2,91.4,4.24,52.5,2015.0,65.7,Healthy,1066.5
5982.9,115.7,10.39,30.1,972.0,94.3,Warning,330.2
2338.6,106.4,6.75,46.3,2254.0,78.0,Warning,623.8
1249.6,95.7,5.35,50.1,2178.0,56.0,Healthy,954.7
815.7,91.2,4.88,48.8,1902.0,74.5,Healthy,1117.0
6978.1,107.8,11.49,30.4,1790.0,52.2,Warning,240.8
3431.8,99.0,6.6,44.0,2238.0,41.0,Warning,749.5
7261.4,110.5,11.25,28.6,1178.0,66.8,Failure,252.3
700.3,89.5,4.49,54.0,1018.0,90.0,Healthy,1053.1
3187.1,100.9,6.92,44.3,1259.0,90.0,Warning,720.1
5417.9,104.4,9.67,34.5,2092.0,48.9,Warning,425.0
7917.7,111.6,12.58,24.5,952.0,61.9,Failure,206.5
3221.6,87.5,6.44,44.0,1774.0,39.8,Healthy,948.8
6277.6,117.8,11.77,30.3,2393.0,94.7,Failure,245.5
8865.5,125.0,14.29,22.7,2184.0,93.7,Failure,184.7
6177.8,112.8,10.12,30.2,1682.0,70.5,Warning,326.1
2367.9,101.1,5.33,44.2,995.0,81.3,Healthy,805.6
292.8,98.3,4.06,55.9,2147.0,75.1,Healthy,997.1
8707.5,113.7,12.61,24.2,1798.0,66.5,Failure,200.5
261.6,74.8,3.16,59.9,1072.0,28.7,Healthy,1301.3
8753.3,110.0,12.45,21.0,1041.0,56.8,Failure,191.0
5312.9,113.7,9.73,35.2,2264.0,72.2,Warning,338.7
9393.7,125.0,14.49,16.1,1904.0,72.4,Failure,150.9
7997.9,115.1,11.77,22.9,2144.0,51.1,Failure,273.9
9979.4,128.7,15.13,14.1,2218.0,90.9,Failure,77.4
3539.6,96.6,6.74,42.6,1758.0,36.7,Warning,751.4
7683.5,109.8,12.21,26.7,1676.0,60.0,Failure,276.2
4049.2,103.5,8.25,35.7,1546.0,73.4,Warning,557.4
4824.8,111.3,8.91,37.8,1375.0,73.8,Warning,488.9
6293.7,106.3,10.48,34.6,1552.0,70.4,Warning,374.7
8743.1,118.5,12.97,18.2,2061.0,44.3,Failure,177.3
9841.6,111.8,13.73,23.6,1803.0,35.9,Failure,148.1
7694.3,120.8,11.99,22.7,2239.0,69.5,Failure,214.9
4206.8,98.1,8.1,42.3,1565.0,67.0,Warning,631.2
4242.5,99.7,7.11,41.0,1811.0,37.6,Warning,651.2
7388.9,112.2,11.97,27.1,1847.0,74.4,Failure,220.3
2425.8,91.8,5.81,47.0,1788.0,56.9,Healthy,1012.6
1149.2,97.9,6.09,52.7,1954.0,71.7,Healthy,1057.4
3578.5,107.2,7.6,36.6,1256.0,83.6,Warning,575.4
2908.0,90.3,5.4,48.7,1669.0,36.9,Healthy,922.0
2998.3,83.3,5.36,51.4,1056.0,26.3,Healthy,967.6
2374.4,100.0,6.53,46.8,1477.0,79.5,Warning,818.9
468.8,92.7,4.7,58.8,1632.0,67.7,Healthy,1167.7
227.8,96.7,3.84,51.5,1878.0,74.0,Healthy,1022.7
9877.8,129.1,14.58,18.0,2326.0,83.7,Failure,98.5
4306.3,107.2,9.02,37.2,1801.0,81.2,Warning,519.9
3874.1,116.0,8.08,39.8,2015.0,92.3,Warning,531.0
6812.5,110.5,10.72,29.8,1659.0,62.5,Warning,195.0
2221.6,95.7,5.78,46.3,1851.0,59.2,Healthy,881.5
9502.1,106.8,13.18,25.6,1006.0,53.1,Failure,233.0
7874.1,104.3,11.43,27.6,1282.0,35.8,Warning,247.1
939.6,91.8,4.09,48.3,1443.0,65.1,Healthy,981.1
4204.9,101.6,7.43,39.3,1609.0,44.4,Warning,685.3
8797.2,120.0,13.31,21.9,968.0,89.5,Failure,184.5
9450.1,111.4,13.59,24.5,1110.0,65.8,Failure,171.6
4700.6,103.9,8.49,37.8,1315.0,66.5,Warning,452.6
6153.4,110.4,10.46,35.8,2357.0,49.8,Warning,404.4
1712.0,92.3,4.61,47.7,1397.0,28.6,Healthy,1017.4
9912.1,113.6,13.56,20.0,1623.0,27.2,Failure,198.5
2355.1,96.3,5.68,46.3,1194.0,54.6,Healthy,841.8
9430.2,111.0,12.45,22.6,1816.0,30.9,Failure,203.4
6514.0,109.9,10.5,30.8,1321.0,67.5,Warning,248.6
6097.0,115.6,10.62,31.7,1210.0,86.7,Warning,235.8
5151.3,105.8,9.97,33.6,1675.0,86.8,Warning,313.2
2345.2,94.8,5.45,46.8,908.0,71.1,Healthy,854.1
1806.5,84.9,4.09,51.4,911.0,39.8,Healthy,1087.2
2243.8,101.5,5.94,42.6,1229.0,85.4,Warning,802.7
1905.1,102.8,5.88,45.4,955.0,87.0,Warning,796.6
7806.9,102.7,11.43,28.8,1062.0,38.8,Warning,313.2
3533.7,94.3,7.32,42.1,1408.0,76.6,Warning,809.1
625.5,89.0,4.29,54.4,2104.0,45.1,Healthy,1169.5
9692.6,125.5,14.64,17.1,1758.0,81.2,Failure,174.3
8843.7,124.5,13.89,18.1,1669.0,94.8,Failure,175.5
9281.1,109.0,12.44,27.1,1340.0,27.1,Failure,203.5
9949.3,125.8,15.67,12.8,2298.0,87.8,Failure,163.2
1780.3,91.8,5.54,47.1,1496.0,68.6,Healthy,1033.9
3992.6,107.8,9.07,44.7,1031.0,93.1,Warning,572.3
7594.5,108.6,11.39,25.3,1826.0,57.6,Failure,288.1
6975.4,120.2,11.46,23.0,1071.0,84.3,Failure,180.2
1581.3,88.8,3.95,53.9,1418.0,29.4,Healthy,1034.8
8167.5,108.4,11.69,21.3,1661.0,48.5,Failure,250.8
2283.2,90.0,5.43,49.0,2211.0,29.7,Healthy,979.8
2277.0,103.4,6.72,49.4,1640.0,93.3,Warning,842.3
5392.9,110.5,11.18,29.5,1953.0,82.2,Warning,265.1
5949.8,119.2,10.88,24.9,2389.0,84.7,Failure,209.8
5821.9,111.5,9.7,27.6,1097.0,90.7,Warning,294.3
960.3,82.4,3.56,57.4,1312.0,31.0,Healthy,1109.4
8780.7,118.9,11.86,25.3,1492.0,52.0,Failure,187.1
2692.7,90.7,5.43,46.9,1533.0,30.0,Healthy,989.2
1338.7,91.5,4.22,53.6,1517.0,39.8,Healthy,1119.3
8893.0,111.2,13.34,27.5,2261.0,41.1,Failure,227.3
9558.7,119.0,14.38,24.2,1971.0,57.8,Failure,145.2
8628.2,112.4,12.32,23.9,1812.0,43.8,Failure,211.1
8104.7,98.8,11.31,23.5,1364.0,32.1,Warning,209.7
6569.7,112.4,9.97,29.5,2136.0,36.7,Warning,339.6
5531.0,107.5,8.77,34.7,2333.0,35.3,Warning,429.6
915.5,100.5,5.59,48.3,2132.0,93.1,Healthy,811.0
4114.1,98.6,7.33,39.3,902.0,78.2,Warning,674.0
3758.3,109.9,8.25,41.0,1855.0,92.7,Warning,518.4
2634.6,94.0,5.3,49.6,977.0,55.8,Healthy,1022.4
7248.0,106.7,10.91,29.5,1286.0,44.5,Warning,249.8
4984.0,106.5,9.64,38.2,989.0,80.9,Warning,400.4
856.4,92.2,3.55,53.8,1806.0,47.8,Healthy,973.9
2240.8,99.5,4.88,47.4,1930.0,46.0,Healthy,888.2
6848.4,104.7,9.99,34.0,1072.0,41.3,Warning,368.7
807.5,82.2,3.47,55.7,1476.0,34.1,Healthy,1124.1
8519.5,114.7,12.32,29.7,1584.0,43.0,Failure,256.1
4976.7,106.7,8.25,33.4,1454.0,49.9,Warning,515.2
4831.8,114.9,8.52,33.6,1082.0,72.2,Warning,400.2
5944.5,95.5,9.18,36.6,1528.0,29.4,Warning,616.8
8255.6,111.2,12.56,27.3,2027.0,39.7,Failure,243.5
3510.7,94.7,6.55,45.4,1007.0,81.6,Healthy,763.6
6796.3,103.0,9.65,32.5,1020.0,35.3,Warning,365.9
5679.0,100.7,9.25,32.3,1432.0,49.0,Warning,506.0
2706.9,112.8,6.99,43.5,2313.0,85.5,Warning,640.4
8792.4,107.7,13.25,27.2,1903.0,35.8,Failure,228.8
7984.4,101.2,11.3,24.4,1918.0,30.8,Warning,216.1
6601.6,105.8,10.42,31.5,1443.0,58.9,Warning,370.6
8513.3,104.5,12.66,22.3,1790.0,46.2,Failure,208.8
8679.6,114.9,12.29,21.3,915.0,64.4,Failure,208.8
7098.2,108.3,11.06,26.1,1854.0,81.3,Failure,282.8
8378.3,110.6,12.13,28.2,2270.0,34.6,Failure,216.2
6989.8,104.3,11.68,30.5,1819.0,65.6,Warning,209.0
6817.4,110.5,11.06,26.7,2211.0,60.4,Failure,218.5
6205.2,109.1,9.41,35.5,1986.0,35.1,Warning,451.5
7539.5,112.0,11.86,23.3,1081.0,68.7,Failure,233.5
1628.1,90.6,4.97,51.7,2254.0,44.2,Healthy,1008.4
8814.7,111.7,12.4,21.3,1000.0,59.1,Failure,202.7
8724.8,108.3,12.29,24.7,1701.0,30.8,Failure,240.3
341.0,89.8,3.61,55.7,1113.0,57.2,Healthy,1090.9
8266.9,102.4,12.58,28.7,918.0,46.5,Failure,251.3
1332.3,100.4,5.62,51.5,1533.0,82.6,Healthy,855.4
3384.4,82.0,6.55,47.4,1343.0,29.0,Healthy,894.8
7447.9,107.4,11.17,29.5,1629.0,54.3,Warning,231.5
1649.6,92.8,4.74,48.7,1766.0,57.1,Healthy,956.8
8188.8,115.8,12.33,24.2,966.0,75.8,Failure,214.8
8329.7,112.3,12.31,25.6,1085.0,65.2,Failure,230.0
5099.3,102.4,8.86,36.0,1738.0,71.7,Warning,351.6
113.5,90.2,3.72,49.5,1415.0,79.4,Healthy,1037.1
2906.0,105.9,7.54,42.8,1994.0,85.4,Warning,631.2
6188.4,105.2,10.1,34.4,1878.0,47.0,Warning,466.1
9812.8,118.3,14.72,17.1,2168.0,62.7,Failure,146.5
6336.5,112.6,11.19,26.7,1939.0,83.8,Failure,245.6
2635.0,107.0,6.82,45.9,1545.0,94.3,Warning,774.4
6358.4,113.1,10.96,30.8,1909.0,87.3,Failure,216.7
5422.9,101.6,8.38,35.8,1313.0,51.0,Warning,558.7
7809.5,113.6,11.92,24.4,1359.0,38.7,Failure,204.8
1114.5,89.9,4.81,49.8,2083.0,59.3,Healthy,992.0
7622.2,108.3,12.0,30.1,1570.0,76.9,Failure,223.3
5435.6,109.8,9.21,34.8,2098.0,59.5,Warning,383.5
9631.8,116.4,15.37,18.5,2134.0,58.8,Failure,241.8
3451.6,106.1,7.63,41.6,2186.0,83.7,Warning,660.5
6344.6,105.6,10.29,30.7,2275.0,50.3,Warning,398.9
9323.7,120.4,14.32,22.6,1546.0,85.2,Failure,196.7
1070.0,96.1,4.42,54.6,1378.0,53.5,Healthy,933.2
9375.4,117.0,13.8,20.0,1773.0,48.0,Failure,199.9
6894.5,110.9,11.44,28.2,1457.0,56.8,Failure,269.9
725.0,91.8,4.89,45.3,1802.0,78.4,Healthy,914.1
3044.6,90.1,5.8,43.2,1958.0,33.8,Healthy,937.0
7096.3,96.5,10.68,29.2,1933.0,38.7,Warning,417.8
720.1,95.4,4.92,50.9,1462.0,91.6,Healthy,1093.8
5842.6,102.7,9.71,34.7,1150.0,37.3,Warning,430.3
3491.5,102.3,6.67,38.4,1546.0,64.7,Warning,624.6
6228.1,105.7,10.47,31.7,1114.0,65.6,Warning,333.4
505.1,93.7,4.31,54.4,2235.0,59.3,Healthy,1150.8
8721.8,113.4,13.37,24.1,1419.0,70.1,Failure,163.4
9736.2,111.7,13.2,16.5,1132.0,41.1,Failure,145.6
9690.3,117.7,13.3,18.9,938.0,63.7,Failure,192.8
7509.0,104.4,11.8,25.8,1869.0,51.1,Failure,233.6
1344.4,98.2,5.48,51.3,1855.0,71.3,Healthy,923.8
